"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","435","test_case_get_by_token[100707f7-5987-4504-8e0e-e1388ded29c8]","testcases.test_api","Tue Apr 01 17:49:33 CST 2025","broken","Tue Apr 01 17:49:33 CST 2025","","test_get_by_token","",""
